EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,DBSCAN_Cluster,Serial Number,Date,Subtechnology_Name_ITA
315,1,477,13,46,0,0,1,3,0,0,0,MC_0534,2025-03-11,sub_4
252,3,496,9,58,1,1,3,2,0,0,0,MC_0534,2025-03-12,sub_4
229,1,431,7,57,1,1,3,2,0,0,0,MC_0534,2025-03-13,sub_4
266,14,508,19,45,8,0,6,4,0,0,0,MC_0534,2025-03-14,sub_4
227,35,335,10,20,3,0,0,2,0,0,0,MC_0534,2025-03-17,sub_4
388,6,429,17,36,0,0,0,2,0,0,0,MC_0534,2025-03-18,sub_4
260,1,561,9,52,2,0,1,4,0,0,0,MC_0534,2025-03-19,sub_4
166,119,499,15,29,1,0,4,9,0,0,0,MC_0534,2025-03-20,sub_4
227,130,449,6,48,3,1,1,3,0,0,0,MC_0534,2025-03-21,sub_4
91,5,714,15,13,0,0,1,4,0,0,0,MC_0534,2025-03-24,sub_4
320,2,298,70,33,0,0,1,2,0,0,0,MC_0534,2025-03-25,sub_4
202,8,435,73,25,6,0,8,5,0,0,0,MC_0534,2025-03-26,sub_4
316,5,470,23,53,2,1,3,3,0,0,0,MC_0534,2025-03-27,sub_4
305,1,468,16,50,0,0,2,6,0,0,0,MC_0534,2025-03-28,sub_4
9,0,258,259,17,0,0,0,3,0,0,0,MC_0535,2025-03-03,sub_4
136,0,545,20,10,0,0,0,1,0,0,0,MC_0535,2025-03-04,sub_4
265,0,483,17,22,0,0,0,3,0,0,0,MC_0535,2025-03-05,sub_4
151,0,666,0,110,0,0,1,1,0,0,0,MC_0535,2025-03-06,sub_4
111,0,429,15,63,0,0,0,3,0,0,0,MC_0535,2025-03-07,sub_4
310,0,448,18,27,0,1,0,6,0,0,0,MC_0535,2025-03-10,sub_4
155,1,529,1,88,0,0,4,4,0,0,0,MC_0535,2025-03-11,sub_4
539,0,270,19,48,0,0,0,5,0,0,0,MC_0535,2025-03-12,sub_4
103,0,592,140,48,0,0,1,3,0,0,0,MC_0535,2025-03-13,sub_4
255,6,462,0,76,0,0,6,0,0,0,0,MC_0535,2025-03-14,sub_4
80,1,262,0,49,0,0,4,1,0,0,0,MC_0535,2025-03-17,sub_4
198,0,629,4,55,0,0,1,2,0,0,0,MC_0535,2025-03-18,sub_4
353,0,479,0,77,0,0,2,1,0,0,0,MC_0535,2025-03-19,sub_4
339,0,486,10,82,0,0,3,3,0,0,0,MC_0535,2025-03-20,sub_4
198,1,429,19,50,1,0,2,3,0,0,0,MC_0535,2025-03-21,sub_4
430,1,373,25,66,2,0,4,7,0,0,0,MC_0535,2025-03-24,sub_4
318,0,500,16,150,1,0,1,4,0,0,0,MC_0535,2025-03-25,sub_4
194,11,493,76,65,3,0,1,7,0,0,0,MC_0535,2025-03-26,sub_4
178,0,430,27,54,0,0,1,3,0,0,0,MC_0535,2025-03-27,sub_4
240,0,474,31,65,0,0,3,6,0,0,0,MC_0535,2025-03-28,sub_4
150,1,344,0,70,0,1,4,0,0,0,0,MC_0536,2025-03-03,sub_4
177,3,308,0,111,0,0,8,0,0,0,0,MC_0536,2025-03-04,sub_4
162,0,328,0,84,0,0,3,2,0,0,0,MC_0536,2025-03-05,sub_4
289,12,187,10,91,1,0,3,0,0,1,0,MC_0536,2025-03-06,sub_4
214,0,259,0,57,0,0,0,0,0,0,0,MC_0536,2025-03-07,sub_4
200,0,290,0,75,0,0,1,1,0,0,0,MC_0536,2025-03-10,sub_4
202,1,291,1,66,0,0,2,0,0,0,0,MC_0536,2025-03-11,sub_4
349,0,362,6,138,1,0,1,2,0,1,0,MC_0536,2025-03-12,sub_4
242,28,375,33,161,4,0,14,3,0,1,0,MC_0536,2025-03-13,sub_4
153,9,306,31,123,0,0,11,2,0,1,0,MC_0536,2025-03-14,sub_4
155,1,207,18,67,0,0,3,1,0,0,0,MC_0536,2025-03-17,sub_4
169,8,312,0,69,0,0,9,1,0,0,0,MC_0536,2025-03-18,sub_4
182,41,233,37,80,0,0,2,0,0,0,0,MC_0536,2025-03-19,sub_4
149,4,334,0,92,0,0,8,4,0,0,0,MC_0536,2025-03-20,sub_4
162,3,298,10,84,0,0,6,1,0,0,0,MC_0536,2025-03-21,sub_4
47,0,78,0,21,0,0,0,0,0,0,0,MC_0536,2025-03-22,sub_4
49,0,106,0,26,0,0,0,2,0,0,0,MC_0536,2025-03-23,sub_4
200,2,289,0,111,0,0,4,1,0,0,0,MC_0536,2025-03-24,sub_4
209,2,365,171,105,0,0,3,1,0,0,0,MC_0536,2025-03-25,sub_4
56,0,386,78,22,0,0,1,9,0,0,0,MC_0536,2025-03-26,sub_4
301,1,346,40,137,0,0,3,2,0,0,0,MC_0536,2025-03-27,sub_4
224,1,379,0,152,0,0,9,0,0,0,0,MC_0536,2025-03-28,sub_4
55,0,185,0,32,0,0,1,0,0,0,0,MC_0536,2025-03-29,sub_4
60,0,472,5,30,0,0,0,3,0,0,0,MC_0537,2025-03-10,sub_4
35,0,529,0,17,0,0,0,1,0,0,0,MC_0537,2025-03-11,sub_4
74,0,416,0,26,0,0,2,0,0,0,0,MC_0537,2025-03-13,sub_4
68,0,454,0,51,0,0,2,1,0,0,0,MC_0537,2025-03-14,sub_4
14,0,444,0,22,0,0,2,0,0,0,0,MC_0537,2025-03-18,sub_4
3,0,259,0,9,0,0,0,0,0,0,0,MC_0537,2025-03-25,sub_4
5,0,563,0,9,0,0,0,0,0,0,0,MC_0537,2025-03-26,sub_4
32,0,528,0,29,0,1,4,0,0,0,0,MC_0537,2025-03-27,sub_4
62,0,496,0,44,0,0,7,0,0,0,0,MC_0537,2025-03-28,sub_4
72,61,10,162,1,1,0,0,0,1,0,0,MC_0539,2025-03-01,sub_4
67,0,365,26,33,1,0,3,0,0,0,0,MC_0539,2025-03-03,sub_4
82,3,356,3,71,5,0,9,2,1,0,0,MC_0539,2025-03-04,sub_4
307,0,166,33,16,0,1,2,4,1,0,0,MC_0539,2025-03-05,sub_4
221,2,318,27,40,0,2,3,2,11,0,0,MC_0539,2025-03-06,sub_4
285,0,249,4,42,1,0,3,1,0,0,0,MC_0539,2025-03-07,sub_4
33,0,48,118,2,0,0,0,2,0,0,0,MC_0539,2025-03-08,sub_4
350,5,216,4,49,1,0,2,1,0,0,0,MC_0539,2025-03-10,sub_4
380,135,52,2,16,18,0,0,3,0,0,0,MC_0539,2025-03-11,sub_4
94,5,484,1,131,0,0,8,2,1,0,0,MC_0539,2025-03-12,sub_4
98,1,462,8,137,0,0,10,1,1,0,0,MC_0539,2025-03-13,sub_4
202,6,308,2,38,2,0,0,3,0,0,0,MC_0539,2025-03-14,sub_4
217,0,273,2,19,0,1,0,1,0,0,0,MC_0539,2025-03-17,sub_4
205,9,293,0,56,1,0,3,2,0,0,0,MC_0539,2025-03-18,sub_4
140,0,431,2,95,0,0,4,1,0,0,0,MC_0539,2025-03-19,sub_4
24,1,389,5,55,8,0,5,4,0,0,0,MC_0539,2025-03-20,sub_4
191,0,288,49,29,0,10,2,3,4,2,0,MC_0539,2025-03-21,sub_4
289,118,166,17,15,13,5,1,1,1,0,0,MC_0539,2025-03-24,sub_4
97,52,256,38,39,5,0,7,2,2,0,0,MC_0539,2025-03-25,sub_4
205,0,379,50,13,0,0,0,1,0,0,0,MC_0539,2025-03-26,sub_4
252,0,343,0,13,0,0,0,0,0,0,0,MC_0539,2025-03-27,sub_4
244,0,300,17,24,0,0,0,1,0,0,0,MC_0539,2025-03-28,sub_4
126,0,105,1,7,0,0,0,1,0,0,0,MC_0539,2025-03-29,sub_4
4,0,24,74,4,0,0,0,3,0,1,0,MC_0540,2025-03-03,sub_4
10,0,30,317,4,0,4,1,6,1,0,0,MC_0540,2025-03-04,sub_4
6,14,27,51,4,0,1,1,2,1,1,0,MC_0540,2025-03-07,sub_4
25,0,25,126,7,0,0,0,1,0,0,0,MC_0540,2025-03-10,sub_4
6,0,56,2,4,0,0,2,4,0,0,0,MC_0540,2025-03-11,sub_4
38,0,234,156,16,0,3,1,5,0,1,0,MC_0540,2025-03-12,sub_4
11,0,131,189,7,0,0,2,1,0,0,0,MC_0540,2025-03-13,sub_4
5,0,291,205,2,0,0,0,1,0,0,0,MC_0540,2025-03-17,sub_4
35,0,30,370,8,0,3,1,4,0,0,0,MC_0540,2025-03-18,sub_4
115,0,335,58,19,0,0,4,5,0,0,0,MC_0540,2025-03-19,sub_4
166,0,308,65,41,0,6,1,7,0,0,0,MC_0540,2025-03-20,sub_4
39,1,334,197,20,0,3,2,3,0,0,0,MC_0540,2025-03-21,sub_4
62,0,258,1,46,0,0,2,1,0,1,0,MC_0544,2025-03-06,sub_4
36,0,573,3,23,0,0,1,1,0,0,0,MC_0544,2025-03-07,sub_4
93,0,468,5,58,0,0,0,1,0,1,0,MC_0544,2025-03-10,sub_4
46,0,402,45,30,0,0,2,2,0,0,0,MC_0544,2025-03-11,sub_4
108,0,266,29,59,0,0,4,3,0,0,0,MC_0544,2025-03-12,sub_4
90,0,523,46,39,0,0,2,3,1,0,0,MC_0544,2025-03-13,sub_4
90,5,391,186,43,0,0,9,1,0,0,0,MC_0544,2025-03-14,sub_4
146,0,520,0,54,0,0,3,1,0,0,0,MC_0544,2025-03-17,sub_4
85,0,373,166,45,0,0,2,3,0,0,0,MC_0544,2025-03-18,sub_4
62,0,302,9,28,0,0,2,3,0,0,0,MC_0544,2025-03-19,sub_4
54,0,429,135,25,0,0,2,3,0,1,0,MC_0544,2025-03-20,sub_4
9,0,352,0,8,0,0,2,1,0,0,0,MC_0544,2025-03-21,sub_4
4,0,476,0,2,0,0,0,1,0,0,0,MC_0544,2025-03-24,sub_4
96,0,420,0,72,0,0,0,0,0,0,0,MC_0544,2025-03-25,sub_4
64,0,426,9,46,0,0,1,2,1,0,0,MC_0544,2025-03-26,sub_4
71,0,390,0,38,0,0,0,2,0,0,0,MC_0544,2025-03-27,sub_4
116,0,463,10,39,0,0,5,1,0,0,0,MC_0544,2025-03-28,sub_4
88,0,427,0,30,0,1,2,1,0,0,0,MC_0545,2025-03-04,sub_4
69,0,286,0,42,0,0,1,1,0,0,0,MC_0545,2025-03-05,sub_4
157,1,314,144,119,0,3,4,3,1,0,0,MC_0545,2025-03-06,sub_4
80,4,484,1,49,1,2,7,2,1,1,0,MC_0545,2025-03-07,sub_4
119,3,509,0,92,2,2,2,2,0,0,0,MC_0545,2025-03-10,sub_4
183,0,370,35,130,0,2,2,2,0,0,0,MC_0545,2025-03-11,sub_4
35,0,383,0,26,0,0,0,1,0,0,0,MC_0545,2025-03-12,sub_4
87,0,512,0,59,0,0,1,2,0,0,0,MC_0545,2025-03-13,sub_4
141,1,434,10,94,0,5,2,3,0,0,0,MC_0545,2025-03-14,sub_4
44,7,82,3,22,0,3,3,2,0,0,0,MC_0545,2025-03-15,sub_4
87,33,238,35,20,28,0,0,2,1,0,0,MC_0545,2025-03-17,sub_4
39,118,0,528,0,23,0,0,0,3,0,0,MC_0545,2025-03-18,sub_4
137,5,265,298,56,0,7,12,6,0,4,-1,MC_0545,2025-03-19,sub_4
198,6,273,163,90,2,25,18,6,2,4,-1,MC_0545,2025-03-20,sub_4
102,2,436,46,66,3,15,7,7,1,6,-1,MC_0545,2025-03-21,sub_4
73,1,170,26,55,2,3,2,3,1,2,0,MC_0545,2025-03-22,sub_4
102,7,455,11,69,7,6,5,5,0,4,0,MC_0545,2025-03-24,sub_4
154,0,422,0,80,0,0,0,1,0,0,0,MC_0545,2025-03-25,sub_4
69,5,521,10,76,0,9,5,5,0,0,0,MC_0545,2025-03-26,sub_4
120,2,374,29,107,1,7,2,7,0,0,0,MC_0545,2025-03-27,sub_4
177,0,431,44,103,0,3,2,2,0,0,0,MC_0545,2025-03-28,sub_4
45,3,215,28,29,0,0,1,9,1,0,0,MC_0545,2025-03-29,sub_4
89,0,110,165,12,0,3,2,4,0,0,0,MC_0546,2025-03-06,sub_4
12,0,54,4,4,0,0,0,2,0,0,0,MC_0546,2025-03-07,sub_4
173,1,84,104,9,1,2,2,3,13,0,0,MC_0546,2025-03-18,sub_4
11,0,37,11,2,0,0,1,3,0,0,0,MC_0546,2025-03-21,sub_4
22,0,43,11,5,0,1,1,2,0,0,0,MC_0546,2025-03-25,sub_4
5,0,370,1,5,0,0,0,0,0,0,0,MC_0548,2025-03-03,sub_4
31,1,169,0,3,0,0,1,1,0,0,0,MC_0548,2025-03-04,sub_4
124,1,355,106,14,0,0,0,8,0,0,0,MC_0548,2025-03-05,sub_4
3,0,321,331,2,0,0,0,1,0,0,0,MC_0548,2025-03-06,sub_4
30,0,104,359,10,0,0,0,5,0,0,0,MC_0548,2025-03-07,sub_4
7,0,108,0,3,0,0,0,0,0,0,0,MC_0548,2025-03-08,sub_4
87,0,256,310,15,0,0,0,1,0,0,0,MC_0548,2025-03-10,sub_4
9,0,420,198,8,0,0,0,15,0,0,0,MC_0548,2025-03-11,sub_4
11,17,151,0,11,0,0,2,1,0,0,0,MC_0548,2025-03-12,sub_4
45,0,268,292,8,0,0,0,1,0,0,0,MC_0548,2025-03-13,sub_4
6,0,8,11,2,0,0,0,1,0,0,0,MC_0548,2025-03-14,sub_4
29,0,603,16,28,1,0,8,2,0,0,0,MC_0548,2025-03-17,sub_4
23,94,286,231,11,0,0,6,4,0,0,0,MC_0548,2025-03-18,sub_4
44,1,454,158,11,0,0,4,1,1,0,0,MC_0548,2025-03-19,sub_4
8,0,218,415,14,0,0,1,2,0,0,0,MC_0548,2025-03-20,sub_4
4,0,6,455,6,0,0,0,0,0,0,0,MC_0548,2025-03-21,sub_4
12,0,17,56,2,0,0,0,3,0,0,0,MC_0548,2025-03-25,sub_4
3,0,612,2,6,0,0,1,0,0,0,0,MC_0548,2025-03-26,sub_4
8,1,236,0,10,0,1,1,1,0,0,0,MC_0548,2025-03-27,sub_4
0,0,700,0,0,0,0,0,0,0,0,0,MC_0548,2025-03-28,sub_4
17,0,455,0,18,0,0,0,0,0,0,0,MC_0549,2025-03-03,sub_4
135,12,289,0,6,0,0,0,2,0,0,0,MC_0549,2025-03-05,sub_4
257,2,246,10,21,0,0,2,1,0,0,0,MC_0549,2025-03-06,sub_4
119,2,417,0,13,0,0,0,1,0,0,0,MC_0549,2025-03-07,sub_4
44,0,78,0,4,0,0,1,1,0,0,0,MC_0549,2025-03-10,sub_4
0,1,590,0,0,0,0,0,2,0,0,0,MC_0549,2025-03-12,sub_4
218,0,222,80,23,0,0,1,0,0,0,0,MC_0549,2025-03-24,sub_4
269,1,271,4,15,1,4,0,2,0,0,0,MC_0549,2025-03-25,sub_4
252,10,316,0,15,0,1,1,1,0,0,0,MC_0549,2025-03-26,sub_4
291,1,283,0,18,0,0,0,1,0,0,0,MC_0549,2025-03-27,sub_4
148,1,390,0,17,0,0,1,1,0,0,0,MC_0549,2025-03-28,sub_4
0,0,0,1,0,0,0,0,0,0,0,0,MC_0550,2025-03-03,sub_4
29,0,96,454,18,0,0,2,1,0,0,0,MC_0550,2025-03-04,sub_4
90,0,78,425,40,0,0,1,4,0,0,0,MC_0550,2025-03-05,sub_4
3,0,12,175,3,0,0,0,1,0,0,0,MC_0550,2025-03-07,sub_4
0,0,10,195,0,0,0,0,1,0,0,0,MC_0550,2025-03-10,sub_4
0,0,0,574,0,0,0,0,0,0,0,0,MC_0550,2025-03-13,sub_4
0,0,13,547,0,0,0,0,1,0,0,0,MC_0550,2025-03-14,sub_4
62,0,142,327,27,0,0,1,3,0,0,0,MC_0550,2025-03-17,sub_4
2,0,18,431,3,0,0,1,1,0,0,0,MC_0550,2025-03-18,sub_4
76,0,252,163,92,0,0,0,3,0,0,0,MC_0550,2025-03-19,sub_4
10,0,14,519,12,0,0,0,2,0,0,0,MC_0550,2025-03-20,sub_4
150,0,263,213,99,0,0,2,3,0,0,0,MC_0550,2025-03-21,sub_4
23,0,59,555,22,0,0,0,3,0,0,0,MC_0550,2025-03-24,sub_4
13,2,38,551,9,0,0,2,5,0,0,0,MC_0550,2025-03-25,sub_4
30,0,126,464,25,0,0,0,3,0,0,0,MC_0550,2025-03-26,sub_4
2,0,6,133,2,0,0,0,1,0,0,0,MC_0550,2025-03-27,sub_4
0,0,17,1,0,0,0,0,0,0,0,0,MC_0550,2025-03-28,sub_4
10,1,294,0,7,1,0,1,1,0,0,0,MC_0552,2025-03-01,sub_4
19,0,501,0,5,1,0,0,2,0,0,0,MC_0552,2025-03-03,sub_4
251,0,301,6,32,1,2,1,0,0,0,0,MC_0552,2025-03-04,sub_4
182,1,286,9,23,6,1,3,4,0,0,0,MC_0552,2025-03-05,sub_4
53,1,115,1,8,0,0,0,2,0,0,0,MC_0552,2025-03-06,sub_4
21,0,503,2,11,1,0,1,0,0,0,0,MC_0552,2025-03-07,sub_4
5,4,282,0,4,0,0,2,1,0,0,0,MC_0552,2025-03-08,sub_4
17,1,479,18,3,0,0,5,7,0,0,0,MC_0552,2025-03-10,sub_4
162,59,333,5,27,2,0,1,1,0,0,0,MC_0552,2025-03-11,sub_4
258,12,331,1,90,2,0,3,2,0,0,0,MC_0552,2025-03-12,sub_4
349,1,187,7,40,1,0,2,4,1,0,0,MC_0552,2025-03-13,sub_4
171,1,383,3,38,4,0,5,1,0,0,0,MC_0552,2025-03-14,sub_4
12,1,114,0,9,1,0,0,0,0,0,0,MC_0552,2025-03-15,sub_4
13,0,303,0,1,0,0,0,1,0,0,0,MC_0552,2025-03-17,sub_4
10,0,512,39,1,0,0,0,2,0,0,0,MC_0552,2025-03-18,sub_4
148,0,415,5,20,1,0,0,4,0,0,0,MC_0552,2025-03-19,sub_4
218,3,306,28,27,6,2,5,5,0,0,0,MC_0552,2025-03-20,sub_4
190,9,306,14,25,6,0,6,5,0,0,0,MC_0552,2025-03-21,sub_4
0,55,419,12,0,0,0,20,4,7,0,0,MC_0552,2025-03-24,sub_4
28,120,226,87,3,1,0,0,2,15,0,0,MC_0552,2025-03-25,sub_4
13,0,145,0,10,0,0,1,1,0,0,0,MC_0552,2025-03-26,sub_4
75,1,392,11,3,2,0,1,6,0,0,0,MC_0552,2025-03-27,sub_4
186,2,316,5,23,4,1,3,3,0,0,0,MC_0552,2025-03-28,sub_4
31,1,167,2,9,0,0,6,0,0,0,0,MC_0552,2025-03-29,sub_4
11,1,45,0,5,0,0,4,0,1,0,0,MC_0553,2025-03-01,sub_4
135,0,292,237,10,0,2,0,3,0,0,0,MC_0553,2025-03-03,sub_4
38,1,109,236,17,6,1,1,2,0,0,0,MC_0553,2025-03-05,sub_4
26,4,250,387,5,1,0,0,1,0,0,0,MC_0553,2025-03-06,sub_4
9,19,496,27,5,0,0,2,0,1,0,0,MC_0553,2025-03-07,sub_4
65,0,533,5,100,1,0,9,3,0,0,0,MC_0553,2025-03-08,sub_4
41,0,232,408,13,1,1,4,6,1,0,0,MC_0553,2025-03-10,sub_4
13,1,206,348,8,0,0,1,3,0,0,0,MC_0553,2025-03-11,sub_4
6,1,8,574,6,2,1,1,1,0,0,0,MC_0553,2025-03-12,sub_4
12,0,526,80,9,0,0,1,2,0,0,0,MC_0553,2025-03-13,sub_4
12,1,365,244,15,4,0,1,3,1,0,0,MC_0553,2025-03-14,sub_4
40,2,399,86,16,0,0,6,1,0,0,0,MC_0553,2025-03-17,sub_4
5,0,561,69,13,0,0,1,1,0,0,0,MC_0553,2025-03-18,sub_4
110,10,386,59,29,14,2,12,3,0,0,0,MC_0553,2025-03-19,sub_4
26,0,412,85,11,1,0,2,3,0,0,0,MC_0553,2025-03-20,sub_4
48,1,277,241,22,3,0,5,2,1,0,0,MC_0553,2025-03-21,sub_4
178,1,286,127,23,8,1,3,3,0,0,0,MC_0553,2025-03-24,sub_4
97,2,315,175,18,2,0,12,2,1,0,0,MC_0553,2025-03-25,sub_4
86,2,337,209,35,1,1,4,7,0,0,0,MC_0553,2025-03-26,sub_4
6,0,154,465,1,1,0,1,3,0,0,0,MC_0553,2025-03-27,sub_4
0,0,507,0,0,0,0,0,0,0,0,0,MC_0553,2025-03-28,sub_4
8,1,206,2,6,0,1,2,2,0,0,0,MC_0556,2025-03-03,sub_4
25,0,106,0,23,0,0,1,1,0,0,0,MC_0556,2025-03-04,sub_4
15,2,296,0,23,0,0,3,2,0,0,0,MC_0556,2025-03-05,sub_4
0,0,23,2,0,0,0,0,2,0,0,0,MC_0556,2025-03-06,sub_4
4,2,197,1,2,1,1,1,1,0,0,0,MC_0556,2025-03-07,sub_4
1,0,5,0,1,0,0,1,1,0,0,0,MC_0556,2025-03-10,sub_4
0,0,73,9,1,0,0,1,0,0,0,0,MC_0556,2025-03-11,sub_4
6,0,219,3,2,0,0,1,3,0,0,0,MC_0556,2025-03-14,sub_4
0,2,116,3,1,0,0,3,2,0,0,0,MC_0556,2025-03-20,sub_4
44,1,116,0,28,0,0,6,0,0,0,0,MC_0556,2025-03-21,sub_4
44,1,328,0,37,0,1,2,2,0,0,0,MC_0556,2025-03-24,sub_4
16,0,326,0,21,0,0,0,2,0,0,0,MC_0556,2025-03-25,sub_4
10,0,76,0,7,0,0,1,0,0,0,0,MC_0556,2025-03-26,sub_4
8,0,250,0,14,0,0,2,2,0,0,0,MC_0556,2025-03-27,sub_4
2,0,154,0,1,0,0,1,0,0,0,0,MC_0556,2025-03-28,sub_4
48,4,215,3,42,0,0,11,0,1,0,0,MC_0557,2025-03-01,sub_4
145,5,385,62,147,1,0,7,1,0,0,0,MC_0557,2025-03-03,sub_4
111,3,340,89,45,0,0,9,1,0,0,0,MC_0557,2025-03-04,sub_4
90,1,426,74,58,1,0,6,2,1,0,0,MC_0557,2025-03-05,sub_4
66,1,423,75,28,1,0,1,2,1,0,0,MC_0557,2025-03-06,sub_4
189,0,299,65,48,1,0,0,2,0,0,0,MC_0557,2025-03-07,sub_4
56,1,164,0,31,0,0,1,0,0,0,0,MC_0557,2025-03-08,sub_4
202,25,308,72,29,0,0,3,2,1,0,0,MC_0557,2025-03-10,sub_4
469,2,56,59,36,1,0,2,2,0,0,0,MC_0557,2025-03-11,sub_4
69,6,413,59,48,1,0,7,1,0,0,0,MC_0557,2025-03-12,sub_4
48,2,286,67,37,1,0,6,3,0,0,0,MC_0557,2025-03-13,sub_4
73,2,424,73,76,1,0,11,2,0,0,0,MC_0557,2025-03-14,sub_4
80,4,151,0,61,0,0,11,0,0,0,0,MC_0557,2025-03-15,sub_4
121,2,295,58,98,0,0,9,1,0,0,0,MC_0557,2025-03-17,sub_4
214,5,275,59,81,3,0,11,1,0,0,0,MC_0557,2025-03-18,sub_4
82,1,338,55,66,1,0,4,1,0,0,0,MC_0557,2025-03-19,sub_4
167,5,350,38,94,1,0,15,4,0,0,0,MC_0557,2025-03-20,sub_4
68,2,380,144,61,1,0,7,1,0,0,0,MC_0557,2025-03-21,sub_4
60,2,188,0,29,1,0,6,0,0,0,0,MC_0557,2025-03-22,sub_4
96,3,432,61,66,1,0,7,5,0,0,0,MC_0557,2025-03-24,sub_4
165,2,352,69,129,2,0,9,2,0,0,0,MC_0557,2025-03-25,sub_4
133,4,398,66,91,2,0,10,2,0,0,0,MC_0557,2025-03-26,sub_4
178,0,341,78,82,1,0,1,3,0,0,0,MC_0557,2025-03-27,sub_4
13,10,374,167,19,1,0,6,2,0,0,0,MC_0557,2025-03-28,sub_4
62,0,184,0,27,0,0,2,0,0,0,0,MC_0557,2025-03-29,sub_4
2,0,19,8,7,0,0,0,1,0,1,0,MC_0559,2025-03-04,sub_4
18,5,83,54,18,0,0,12,6,0,0,0,MC_0559,2025-03-05,sub_4
15,0,73,5,11,0,0,0,1,0,0,0,MC_0559,2025-03-07,sub_4
4,0,23,3,3,0,0,2,2,0,0,0,MC_0559,2025-03-12,sub_4
11,0,42,0,11,1,0,0,1,0,0,0,MC_0559,2025-03-14,sub_4
0,0,309,1,0,0,0,1,4,0,0,0,MC_0559,2025-03-18,sub_4
3,1,152,417,4,0,1,2,7,0,0,0,MC_0559,2025-03-19,sub_4
1,0,34,91,2,0,0,0,2,0,0,0,MC_0559,2025-03-24,sub_4
3,4,64,0,6,0,0,5,0,0,0,0,MC_0559,2025-03-25,sub_4
14,1,195,142,12,0,0,3,3,0,0,0,MC_0559,2025-03-26,sub_4
28,1,338,211,29,0,0,4,5,0,0,0,MC_0559,2025-03-27,sub_4
29,0,185,16,17,0,0,1,3,0,0,0,MC_0559,2025-03-28,sub_4
36,9,161,44,30,0,0,3,2,0,0,0,MC_0560,2025-03-03,sub_4
10,0,84,454,6,0,0,0,4,0,0,0,MC_0560,2025-03-06,sub_4
7,0,48,201,15,0,0,1,3,0,0,0,MC_0560,2025-03-07,sub_4
22,0,56,511,8,0,0,2,4,0,0,0,MC_0560,2025-03-11,sub_4
2,0,6,387,1,0,0,1,1,0,0,0,MC_0560,2025-03-12,sub_4
14,3,79,134,12,0,0,2,2,0,0,0,MC_0560,2025-03-13,sub_4
9,2,103,184,16,0,0,2,2,0,0,0,MC_0560,2025-03-14,sub_4
3,0,64,83,6,0,0,1,3,0,0,0,MC_0560,2025-03-15,sub_4
24,1,129,284,17,0,3,3,7,0,0,0,MC_0560,2025-03-17,sub_4
9,0,139,268,17,0,0,1,4,0,0,0,MC_0560,2025-03-18,sub_4
16,0,60,280,5,0,1,1,4,0,0,0,MC_0560,2025-03-19,sub_4
22,3,269,282,17,1,1,5,15,1,0,0,MC_0560,2025-03-20,sub_4
3,1,92,257,3,0,0,1,6,0,0,0,MC_0560,2025-03-21,sub_4
25,0,102,218,12,0,0,1,5,0,0,0,MC_0560,2025-03-23,sub_4
9,0,116,388,9,0,0,1,4,0,0,0,MC_0560,2025-03-24,sub_4
2,0,19,532,4,0,0,1,1,0,0,0,MC_0560,2025-03-25,sub_4
14,0,128,428,9,0,0,0,4,0,0,0,MC_0560,2025-03-26,sub_4
18,16,119,402,26,0,1,5,11,0,0,0,MC_0560,2025-03-27,sub_4
1,1,11,84,2,0,0,1,2,0,0,0,MC_0560,2025-03-28,sub_4
0,0,30,175,0,0,0,0,4,0,0,0,MC_0561,2025-03-27,sub_4
11,0,325,69,21,0,0,2,11,0,0,0,MC_0561,2025-03-28,sub_4
24,0,381,0,21,0,0,2,0,0,0,0,MC_0562,2025-03-05,sub_4
59,1,408,134,41,4,0,3,5,0,0,0,MC_0562,2025-03-06,sub_4
3,0,7,386,2,0,0,0,1,0,0,0,MC_0562,2025-03-11,sub_4
102,3,471,151,65,5,1,7,6,0,0,0,MC_0562,2025-03-12,sub_4
6,1,199,278,10,0,0,2,2,0,0,0,MC_0562,2025-03-13,sub_4
6,0,265,2,22,0,1,3,5,0,0,0,MC_0562,2025-03-14,sub_4
62,1,419,1,37,0,1,3,5,0,0,0,MC_0562,2025-03-15,sub_4
11,0,171,290,15,0,0,0,1,0,0,0,MC_0562,2025-03-17,sub_4
4,1,130,273,8,0,0,2,2,0,0,0,MC_0562,2025-03-18,sub_4
23,0,177,405,26,1,0,1,3,0,0,0,MC_0562,2025-03-19,sub_4
36,1,156,360,71,0,1,1,3,0,0,0,MC_0562,2025-03-20,sub_4
20,0,121,356,32,0,2,1,7,0,0,0,MC_0562,2025-03-21,sub_4
2,0,16,303,3,0,0,1,1,0,0,0,MC_0562,2025-03-22,sub_4
43,2,318,241,51,0,2,3,9,0,0,0,MC_0562,2025-03-24,sub_4
36,0,207,386,31,0,3,2,9,1,0,0,MC_0562,2025-03-25,sub_4
8,0,16,476,8,0,0,0,3,0,0,0,MC_0562,2025-03-26,sub_4
6,0,101,97,3,0,0,1,2,0,0,0,MC_0562,2025-03-27,sub_4
