EXE_TotalDuration_min,FAIL_TotalDuration_min,READY_TotalDuration_min,POWER_OFF_TotalDuration_min,N_Change_EXE_READY,N_Change_EXE_FAIL,N_Change_EXE_POWER_OFF,N_Change_READY_FAIL,N_Change_READY_POWER_OFF,N_Change_FAIL_POWER_OFF,N_Change_POWER_OFF_EXE,DBSCAN_Cluster,Serial Number,Date,Subtechnology_Name_ITA
159,0,216,8,15,0,14,1,1,0,0,0,MC_0066,2025-03-07,sub_4
72,0,183,72,10,2,5,1,4,0,0,0,MC_0066,2025-03-10,sub_4
21,3,109,390,6,2,3,3,1,0,0,0,MC_0066,2025-03-11,sub_4
39,0,135,329,31,0,0,1,0,0,0,0,MC_0066,2025-03-12,sub_4
16,0,195,52,15,0,0,1,3,0,0,0,MC_0066,2025-03-13,sub_4
86,1,350,36,16,0,11,1,1,1,0,0,MC_0066,2025-03-18,sub_4
91,1,351,8,19,0,3,2,1,0,0,0,MC_0066,2025-03-20,sub_4
39,0,171,2,5,0,2,1,0,0,0,0,MC_0066,2025-03-21,sub_4
21,1,309,0,3,0,0,0,1,0,0,0,MC_0066,2025-03-24,sub_4
22,0,230,4,8,0,2,0,2,0,0,0,MC_0066,2025-03-25,sub_4
65,0,406,18,14,0,11,1,1,0,0,0,MC_0066,2025-03-27,sub_4
22,0,182,90,7,0,2,1,3,0,0,0,MC_0066,2025-03-28,sub_4
37,0,452,4,63,0,1,7,1,0,0,0,MC_0068,2025-03-04,sub_4
15,0,417,48,27,2,0,2,1,0,0,0,MC_0068,2025-03-05,sub_4
21,0,355,133,37,3,0,0,2,1,0,0,MC_0068,2025-03-06,sub_4
3,0,36,3,5,0,0,0,1,0,0,0,MC_0068,2025-03-07,sub_4
30,1,116,62,14,0,0,1,2,1,0,0,MC_0068,2025-03-10,sub_4
23,0,483,2,27,0,0,4,1,0,0,0,MC_0068,2025-03-11,sub_4
62,0,320,100,13,0,2,0,2,0,0,0,MC_0068,2025-03-12,sub_4
6,0,268,101,12,0,0,3,3,1,0,0,MC_0068,2025-03-13,sub_4
8,1,48,43,18,0,0,2,1,0,0,0,MC_0068,2025-03-17,sub_4
9,1,314,18,15,0,0,3,4,0,0,0,MC_0068,2025-03-18,sub_4
9,0,217,1,12,0,0,2,1,0,0,0,MC_0068,2025-03-20,sub_4
21,0,84,31,19,0,0,1,11,0,0,0,MC_0068,2025-03-21,sub_4
41,0,281,53,60,0,0,9,4,0,0,0,MC_0068,2025-03-24,sub_4
19,1,394,28,34,1,2,7,3,0,0,0,MC_0068,2025-03-26,sub_4
24,0,188,150,27,0,0,2,4,0,0,0,MC_0068,2025-03-27,sub_4
20,0,383,27,29,1,0,4,2,0,0,0,MC_0068,2025-03-28,sub_4
222,0,211,124,33,1,8,1,2,4,0,0,MC_0069,2025-03-03,sub_4
126,0,299,107,10,0,0,0,4,0,0,0,MC_0069,2025-03-04,sub_4
411,0,86,68,42,1,1,1,4,0,0,0,MC_0069,2025-03-05,sub_4
383,0,102,65,71,3,2,0,2,0,0,0,MC_0069,2025-03-06,sub_4
321,0,223,0,23,1,0,2,1,0,0,0,MC_0069,2025-03-07,sub_4
26,0,239,32,4,0,0,1,1,1,0,0,MC_0069,2025-03-10,sub_4
316,1,143,66,56,1,1,3,3,0,0,0,MC_0069,2025-03-11,sub_4
414,0,87,61,37,2,0,3,4,1,0,0,MC_0069,2025-03-12,sub_4
168,3,177,207,85,0,1,5,4,4,0,0,MC_0069,2025-03-13,sub_4
79,0,310,128,26,0,10,1,2,0,0,0,MC_0069,2025-03-14,sub_4
206,0,207,72,23,0,2,1,1,0,0,0,MC_0069,2025-03-17,sub_4
90,0,313,141,23,0,3,2,3,1,0,0,MC_0069,2025-03-18,sub_4
167,0,268,117,22,0,1,3,5,0,0,0,MC_0069,2025-03-19,sub_4
308,3,191,58,14,0,1,5,2,1,0,0,MC_0069,2025-03-20,sub_4
324,2,137,57,18,4,9,2,1,1,0,0,MC_0069,2025-03-21,sub_4
160,0,301,100,34,0,10,2,2,5,0,0,MC_0069,2025-03-24,sub_4
25,0,457,7,17,0,2,3,2,0,0,0,MC_0069,2025-03-25,sub_4
233,0,256,63,7,0,1,4,0,1,0,0,MC_0069,2025-03-26,sub_4
314,0,174,69,45,0,3,2,2,0,0,0,MC_0069,2025-03-27,sub_4
241,1,165,81,33,0,2,4,1,2,0,0,MC_0069,2025-03-28,sub_4
14,370,7,147,4,5,0,5,0,2,0,0,MC_0072,2025-03-03,sub_4
12,339,3,2,7,10,0,8,0,3,0,0,MC_0072,2025-03-05,sub_4
149,125,24,124,31,14,0,36,0,5,0,0,MC_0072,2025-03-06,sub_4
143,294,40,61,32,21,0,34,0,5,0,0,MC_0072,2025-03-07,sub_4
120,144,20,249,27,11,1,34,1,6,0,0,MC_0072,2025-03-10,sub_4
299,180,24,41,80,26,0,82,0,2,0,0,MC_0072,2025-03-11,sub_4
224,117,27,40,41,18,0,42,0,3,0,0,MC_0072,2025-03-12,sub_4
78,124,12,106,16,7,0,19,0,4,0,0,MC_0072,2025-03-13,sub_4
10,8,4,2,2,2,0,2,0,1,0,0,MC_0072,2025-03-18,sub_4
128,268,20,52,26,8,0,27,0,2,0,0,MC_0072,2025-03-20,sub_4
207,217,65,55,62,22,0,65,0,3,0,0,MC_0072,2025-03-21,sub_4
18,244,15,40,5,0,1,8,0,3,0,0,MC_0072,2025-03-24,sub_4
53,136,6,3,7,3,0,8,0,4,0,0,MC_0072,2025-03-25,sub_4
28,73,1,61,4,2,0,5,0,2,0,0,MC_0072,2025-03-28,sub_4
194,5,223,79,2,5,0,3,2,0,0,0,MC_0078,2025-03-04,sub_4
61,255,226,0,6,1,0,10,0,0,0,0,MC_0078,2025-03-20,sub_4
149,9,329,10,7,4,2,10,1,0,0,0,MC_0078,2025-03-27,sub_4
0,0,361,0,0,0,0,0,0,0,0,0,MC_0078,2025-03-28,sub_4
11,0,345,191,9,0,0,1,5,0,0,0,MC_0080,2025-03-05,sub_4
5,0,138,404,2,0,0,1,1,0,0,0,MC_0080,2025-03-06,sub_4
15,0,15,361,11,0,0,1,3,0,0,0,MC_0080,2025-03-07,sub_4
33,0,176,278,44,0,0,2,1,0,0,0,MC_0080,2025-03-11,sub_4
29,0,285,59,12,2,0,3,5,0,0,0,MC_0080,2025-03-12,sub_4
4,0,27,0,2,0,0,0,1,0,0,0,MC_0080,2025-03-13,sub_4
7,0,68,0,14,0,0,0,1,0,0,0,MC_0080,2025-03-15,sub_4
61,1,427,60,13,1,7,1,6,1,0,0,MC_0080,2025-03-25,sub_4
155,0,315,84,34,0,1,2,6,0,0,0,MC_0080,2025-03-26,sub_4
3,0,42,153,6,0,2,1,5,0,0,0,MC_0080,2025-03-27,sub_4
1,0,133,3,0,0,3,0,3,0,0,0,MC_0080,2025-03-28,sub_4
108,3,232,152,43,1,0,7,4,1,0,0,MC_0081,2025-03-03,sub_4
41,1,135,255,41,2,0,2,2,0,0,0,MC_0081,2025-03-04,sub_4
17,0,30,185,26,0,0,1,2,0,0,0,MC_0081,2025-03-07,sub_4
17,0,31,154,16,0,0,1,1,0,0,0,MC_0081,2025-03-08,sub_4
1,0,8,341,4,0,0,0,2,0,0,0,MC_0081,2025-03-10,sub_4
6,0,23,206,10,0,0,0,3,0,0,0,MC_0081,2025-03-12,sub_4
27,0,53,536,16,0,0,1,1,0,0,0,MC_0081,2025-03-17,sub_4
4,0,37,5,6,0,0,0,2,0,0,0,MC_0081,2025-03-18,sub_4
15,0,212,103,4,0,0,1,0,0,0,0,MC_0081,2025-03-19,sub_4
3,0,528,10,4,0,0,0,3,0,0,0,MC_0081,2025-03-20,sub_4
28,0,57,6,13,0,0,0,0,0,0,0,MC_0081,2025-03-21,sub_4
2,0,153,53,3,0,0,0,2,0,0,0,MC_0081,2025-03-24,sub_4
59,1,235,256,49,0,0,14,7,0,0,0,MC_0081,2025-03-25,sub_4
13,0,41,494,17,0,0,1,2,0,0,0,MC_0081,2025-03-26,sub_4
10,2,31,506,8,0,0,6,3,0,0,0,MC_0081,2025-03-27,sub_4
0,0,0,408,0,0,0,0,0,0,0,0,MC_0081,2025-03-28,sub_4
241,0,90,40,42,0,0,1,1,0,0,0,MC_0081,2025-03-29,sub_4
5,0,131,159,2,0,0,0,2,0,0,0,MC_0081,2025-03-30,sub_4
54,428,4,3,2,37,0,13,0,2,0,0,MC_0084,2025-03-03,sub_4
64,409,16,5,5,24,0,11,0,2,0,0,MC_0084,2025-03-04,sub_4
64,374,12,26,6,17,0,14,0,2,0,0,MC_0084,2025-03-05,sub_4
5,419,56,25,0,11,0,16,0,7,0,0,MC_0084,2025-03-06,sub_4
26,433,45,2,3,13,0,14,0,2,0,0,MC_0084,2025-03-07,sub_4
62,297,61,58,8,13,0,25,2,2,0,0,MC_0084,2025-03-10,sub_4
135,278,67,13,14,9,0,25,0,3,0,0,MC_0084,2025-03-11,sub_4
37,357,3,10,7,5,0,14,0,2,0,0,MC_0084,2025-03-12,sub_4
66,407,13,7,6,29,0,15,0,1,0,0,MC_0084,2025-03-13,sub_4
126,286,62,17,25,30,0,35,0,1,0,0,MC_0084,2025-03-14,sub_4
118,261,61,44,11,39,0,20,1,1,0,0,MC_0084,2025-03-17,sub_4
54,415,7,1,6,24,0,20,0,1,0,0,MC_0084,2025-03-18,sub_4
5,411,93,5,1,7,0,11,0,2,0,0,MC_0084,2025-03-19,sub_4
16,311,166,10,2,7,0,9,0,3,0,0,MC_0084,2025-03-20,sub_4
26,444,9,24,0,12,0,23,0,3,0,0,MC_0084,2025-03-24,sub_4
121,358,26,0,6,23,0,9,0,2,0,0,MC_0084,2025-03-25,sub_4
103,384,19,5,13,33,0,24,1,2,0,0,MC_0084,2025-03-26,sub_4
38,241,124,42,6,20,0,17,0,3,0,0,MC_0084,2025-03-27,sub_4
96,253,54,50,20,12,0,31,0,2,0,0,MC_0084,2025-03-28,sub_4
0,1,0,2,0,0,0,0,0,0,0,0,MC_0088,2025-03-03,sub_4
0,461,0,361,0,0,0,0,0,1,0,0,MC_0088,2025-03-04,sub_4
60,44,475,156,25,2,0,1,7,1,0,0,MC_0088,2025-03-05,sub_4
114,14,452,315,24,3,1,14,9,2,0,0,MC_0088,2025-03-06,sub_4
0,0,60,645,0,0,0,2,6,2,0,0,MC_0088,2025-03-07,sub_4
62,0,164,214,9,0,0,0,10,0,0,0,MC_0088,2025-03-10,sub_4
0,0,6,913,0,0,0,0,2,0,0,0,MC_0088,2025-03-11,sub_4
38,3,155,77,8,1,0,1,3,1,0,0,MC_0088,2025-03-14,sub_4
0,0,12,643,0,0,0,0,4,0,0,0,MC_0088,2025-03-17,sub_4
206,292,54,9,13,134,0,18,0,4,0,0,MC_0089,2025-03-03,sub_4
86,425,22,24,9,116,0,26,2,5,0,0,MC_0089,2025-03-04,sub_4
130,505,15,160,6,111,0,20,3,4,0,0,MC_0089,2025-03-05,sub_4
0,14,0,263,0,0,1,1,1,1,0,0,MC_0089,2025-03-06,sub_4
108,219,6,182,6,128,0,10,3,2,0,0,MC_0089,2025-03-07,sub_4
84,117,15,57,2,55,0,6,1,2,0,0,MC_0089,2025-03-08,sub_4
0,540,16,0,0,0,0,1,1,0,0,0,MC_0089,2025-03-10,sub_4
111,387,29,55,29,76,0,41,6,5,0,0,MC_0089,2025-03-11,sub_4
89,395,5,71,3,99,0,8,2,2,0,0,MC_0089,2025-03-12,sub_4
116,365,7,12,2,125,0,15,0,1,0,0,MC_0089,2025-03-13,sub_4
101,393,16,1,3,114,0,31,0,1,0,0,MC_0089,2025-03-14,sub_4
58,496,13,1,6,65,0,37,0,1,0,0,MC_0089,2025-03-18,sub_4
77,471,12,11,1,92,0,19,0,2,0,0,MC_0089,2025-03-19,sub_4
99,453,11,6,1,113,0,18,0,2,0,0,MC_0089,2025-03-20,sub_4
166,313,23,4,18,116,0,28,0,2,0,0,MC_0089,2025-03-21,sub_4
199,310,25,24,22,122,0,26,1,5,0,0,MC_0089,2025-03-24,sub_4
170,310,31,52,17,80,0,29,1,3,0,0,MC_0089,2025-03-25,sub_4
135,387,30,10,18,92,0,30,2,1,0,0,MC_0089,2025-03-26,sub_4
210,271,24,58,9,115,0,15,4,1,0,0,MC_0089,2025-03-27,sub_4
78,396,29,6,9,51,0,21,0,0,0,0,MC_0089,2025-03-28,sub_4
56,111,57,6,9,13,0,33,1,9,0,0,MC_0092,2025-03-01,sub_4
291,235,59,6,38,76,0,79,1,4,0,0,MC_0092,2025-03-03,sub_4
225,320,27,4,30,77,3,114,1,5,0,-1,MC_0092,2025-03-04,sub_4
272,237,60,0,29,82,0,88,0,1,0,0,MC_0092,2025-03-05,sub_4
184,313,47,19,33,80,12,99,3,11,0,-1,MC_0092,2025-03-06,sub_4
143,294,49,50,30,49,0,66,1,19,0,0,MC_0092,2025-03-07,sub_4
72,121,31,5,12,13,0,27,0,5,0,0,MC_0092,2025-03-08,sub_4
220,266,46,57,42,50,1,79,1,7,0,0,MC_0092,2025-03-10,sub_4
297,255,33,1,41,46,0,88,1,4,0,0,MC_0092,2025-03-11,sub_4
147,300,115,12,25,35,2,71,0,13,0,0,MC_0092,2025-03-12,sub_4
242,294,29,29,31,48,1,76,1,11,0,0,MC_0092,2025-03-13,sub_4
228,258,61,0,34,63,0,59,0,1,0,0,MC_0092,2025-03-14,sub_4
95,126,4,0,6,21,0,20,0,1,0,0,MC_0092,2025-03-15,sub_4
127,227,71,2,25,28,0,90,2,5,0,0,MC_0092,2025-03-17,sub_4
178,309,82,4,26,42,1,81,1,10,0,0,MC_0092,2025-03-18,sub_4
240,273,33,19,33,63,0,84,1,5,0,0,MC_0092,2025-03-19,sub_4
186,231,38,2,27,51,0,71,0,3,0,0,MC_0092,2025-03-20,sub_4
204,227,61,0,29,54,0,80,0,1,0,0,MC_0092,2025-03-21,sub_4
247,265,32,0,45,88,0,98,1,0,0,0,MC_0092,2025-03-24,sub_4
168,248,31,30,47,28,0,96,0,4,0,0,MC_0092,2025-03-25,sub_4
132,382,57,0,20,42,0,68,0,1,0,0,MC_0092,2025-03-26,sub_4
120,274,61,2,28,30,0,63,1,1,0,0,MC_0092,2025-03-27,sub_4
92,313,102,24,20,35,1,89,0,4,0,0,MC_0092,2025-03-28,sub_4
50,103,17,0,5,34,0,25,0,0,0,0,MC_0092,2025-03-29,sub_4
80,0,344,18,48,0,1,1,2,0,0,0,MC_0093,2025-03-03,sub_4
15,0,54,6,8,0,0,1,1,0,0,0,MC_0093,2025-03-04,sub_4
1,0,16,2,1,0,0,0,1,0,0,0,MC_0093,2025-03-06,sub_4
69,0,367,1,37,0,0,1,1,0,0,0,MC_0093,2025-03-07,sub_4
79,0,282,2,54,1,0,0,2,0,0,0,MC_0093,2025-03-10,sub_4
87,0,198,0,45,1,0,0,1,0,0,0,MC_0093,2025-03-13,sub_4
77,0,257,0,66,0,0,2,2,0,0,0,MC_0093,2025-03-14,sub_4
76,0,427,0,35,0,0,1,2,0,0,0,MC_0093,2025-03-17,sub_4
4,0,13,0,3,0,1,0,1,0,0,0,MC_0093,2025-03-19,sub_4
7,0,97,2,6,0,0,1,2,0,0,0,MC_0093,2025-03-20,sub_4
16,0,301,0,9,0,0,1,1,0,0,0,MC_0093,2025-03-21,sub_4
12,0,127,0,18,0,0,0,1,0,0,0,MC_0093,2025-03-25,sub_4
3,0,34,0,12,0,0,0,2,0,0,0,MC_0093,2025-03-26,sub_4
84,328,22,133,2,19,0,7,0,3,0,0,MC_0094,2025-03-03,sub_4
111,346,11,98,1,44,0,7,0,1,0,0,MC_0094,2025-03-04,sub_4
130,288,9,133,4,60,0,5,0,2,0,0,MC_0094,2025-03-05,sub_4
58,383,78,111,2,20,0,10,0,4,0,0,MC_0094,2025-03-06,sub_4
35,421,3,104,1,27,0,3,0,2,0,0,MC_0094,2025-03-07,sub_4
119,321,2,161,0,48,0,10,0,7,0,0,MC_0094,2025-03-10,sub_4
162,235,15,142,6,48,0,16,0,23,0,-1,MC_0094,2025-03-11,sub_4
165,238,28,133,7,44,0,12,0,3,0,0,MC_0094,2025-03-12,sub_4
159,235,36,129,17,32,5,35,4,13,0,-1,MC_0094,2025-03-13,sub_4
174,257,22,110,7,38,1,11,0,3,0,0,MC_0094,2025-03-14,sub_4
162,205,11,120,1,31,0,2,0,1,0,0,MC_0094,2025-03-17,sub_4
157,176,103,114,10,23,0,11,4,1,0,0,MC_0094,2025-03-18,sub_4
179,278,6,99,5,63,0,8,0,2,0,0,MC_0094,2025-03-19,sub_4
160,272,32,99,7,115,0,12,0,2,0,0,MC_0094,2025-03-20,sub_4
156,270,14,124,4,33,0,10,1,5,0,0,MC_0094,2025-03-21,sub_4
269,172,14,106,4,36,0,12,0,4,0,0,MC_0094,2025-03-24,sub_4
185,263,18,107,13,48,0,19,1,3,0,0,MC_0094,2025-03-25,sub_4
257,198,5,102,7,71,0,10,0,3,0,0,MC_0094,2025-03-26,sub_4
180,199,12,169,4,129,0,7,1,2,0,0,MC_0094,2025-03-27,sub_4
36,193,15,317,2,31,0,7,0,1,0,0,MC_0094,2025-03-28,sub_4
135,0,47,2,20,0,0,1,1,0,0,0,MC_0095,2025-03-03,sub_4
14,0,11,540,7,0,0,0,2,0,0,0,MC_0095,2025-03-04,sub_4
27,0,51,583,7,0,0,2,3,0,0,0,MC_0095,2025-03-05,sub_4
0,0,0,699,0,0,0,0,0,0,0,0,MC_0095,2025-03-06,sub_4
1,0,19,453,1,0,0,0,3,0,0,0,MC_0095,2025-03-07,sub_4
101,0,78,328,15,0,1,1,4,2,0,0,MC_0095,2025-03-10,sub_4
0,0,0,689,0,0,0,0,0,0,0,0,MC_0095,2025-03-11,sub_4
0,0,0,213,0,0,0,0,0,0,0,0,MC_0095,2025-03-14,sub_4
28,0,84,514,4,0,0,0,4,0,0,0,MC_0095,2025-03-17,sub_4
21,0,28,634,4,0,0,0,2,1,0,0,MC_0095,2025-03-18,sub_4
12,6,100,582,9,0,0,9,5,0,0,0,MC_0095,2025-03-19,sub_4
47,1,129,371,26,0,0,6,3,0,0,0,MC_0095,2025-03-20,sub_4
33,0,43,87,6,0,0,0,3,0,0,0,MC_0095,2025-03-21,sub_4
33,0,31,473,6,0,0,0,1,0,0,0,MC_0095,2025-03-24,sub_4
0,0,0,679,0,0,0,0,0,0,0,0,MC_0095,2025-03-25,sub_4
42,1,126,341,25,0,0,2,3,0,0,0,MC_0095,2025-03-26,sub_4
35,0,37,143,8,0,1,1,2,0,0,0,MC_0095,2025-03-27,sub_4
33,4,84,377,10,0,0,7,3,0,0,0,MC_0095,2025-03-28,sub_4
23,1,40,66,15,0,0,0,2,0,0,0,MC_0096,2025-03-07,sub_4
243,1,275,93,157,0,0,5,1,0,0,0,MC_0096,2025-03-11,sub_4
51,0,37,489,26,0,0,4,1,0,0,0,MC_0096,2025-03-12,sub_4
48,1,101,101,16,0,0,3,3,0,0,0,MC_0096,2025-03-13,sub_4
0,0,47,14,0,0,0,0,1,0,0,0,MC_0096,2025-03-14,sub_4
294,0,218,118,106,0,0,5,3,0,0,0,MC_0096,2025-03-19,sub_4
69,0,69,445,55,0,1,0,1,0,0,0,MC_0096,2025-03-20,sub_4
0,0,43,7,0,0,0,0,1,0,0,0,MC_0096,2025-03-21,sub_4
146,3,154,93,112,1,0,11,2,1,0,0,MC_0096,2025-03-24,sub_4
271,4,272,89,138,2,1,13,2,0,0,0,MC_0096,2025-03-25,sub_4
44,0,45,428,18,0,0,2,4,0,0,0,MC_0096,2025-03-26,sub_4
35,4,70,690,13,1,3,2,5,0,0,0,MC_0096,2025-03-27,sub_4
168,0,263,411,138,0,0,8,6,0,0,0,MC_0096,2025-03-28,sub_4
71,4,158,2,43,1,0,8,3,1,0,0,MC_0096,2025-03-29,sub_4
8,536,38,0,7,7,0,14,0,0,0,0,MC_0108,2025-03-01,sub_4
53,462,140,7,8,26,0,10,0,3,0,0,MC_0108,2025-03-02,sub_4
181,489,20,0,10,78,0,16,0,1,0,0,MC_0108,2025-03-03,sub_4
102,592,7,19,21,116,0,19,0,6,0,0,MC_0108,2025-03-04,sub_4
60,295,178,155,1,20,0,18,2,13,0,-1,MC_0108,2025-03-05,sub_4
141,545,7,10,13,84,0,17,0,3,0,0,MC_0108,2025-03-06,sub_4
36,607,17,50,9,33,0,21,1,7,0,0,MC_0108,2025-03-07,sub_4
3,637,9,65,1,14,0,8,1,6,0,0,MC_0108,2025-03-08,sub_4
5,584,40,79,0,7,0,17,1,12,0,0,MC_0108,2025-03-09,sub_4
77,596,25,5,8,37,0,24,0,4,0,0,MC_0108,2025-03-10,sub_4
70,619,10,6,8,92,0,13,0,2,0,0,MC_0108,2025-03-11,sub_4
123,574,22,325,25,61,0,31,0,2,0,-1,MC_0108,2025-03-12,sub_4
113,515,69,1,13,89,0,16,0,4,0,0,MC_0108,2025-03-13,sub_4
46,542,18,39,11,46,0,19,0,6,0,0,MC_0108,2025-03-14,sub_4
1,504,16,183,0,7,0,8,1,11,0,0,MC_0108,2025-03-15,sub_4
40,512,30,120,5,26,1,17,0,10,0,0,MC_0108,2025-03-16,sub_4
2,633,23,19,0,9,0,15,0,6,0,0,MC_0108,2025-03-17,sub_4
19,678,0,0,3,16,0,6,0,1,0,0,MC_0108,2025-03-18,sub_4
13,820,12,132,5,15,0,8,0,4,0,0,MC_0108,2025-03-19,sub_4
26,668,6,574,3,30,0,12,0,3,0,-1,MC_0108,2025-03-20,sub_4
114,554,9,17,10,122,0,12,0,2,0,0,MC_0108,2025-03-21,sub_4
63,553,4,0,13,28,0,16,0,1,0,0,MC_0108,2025-03-22,sub_4
0,672,1,6,0,0,0,2,0,1,0,0,MC_0108,2025-03-23,sub_4
0,484,0,50,0,1,0,2,0,2,1,0,MC_0108,2025-03-24,sub_4
56,545,102,1,12,22,0,19,0,4,0,0,MC_0108,2025-03-25,sub_4
54,557,53,21,5,18,0,9,0,5,0,0,MC_0108,2025-03-26,sub_4
43,637,16,8,4,4,0,6,0,4,0,0,MC_0108,2025-03-27,sub_4
0,651,0,208,0,0,0,1,0,1,0,0,MC_0108,2025-03-28,sub_4
0,708,0,4,0,0,0,0,0,1,0,0,MC_0108,2025-03-29,sub_4
0,603,0,90,0,0,0,2,0,2,0,0,MC_0108,2025-03-30,sub_4
131,12,375,70,14,1,0,2,2,0,0,0,MC_0111,2025-03-03,sub_4
130,4,376,71,10,0,0,2,4,0,0,0,MC_0111,2025-03-04,sub_4
302,10,267,1,29,4,0,4,2,0,0,0,MC_0111,2025-03-05,sub_4
133,0,539,4,5,1,0,1,2,0,0,0,MC_0111,2025-03-06,sub_4
316,2,116,9,9,3,0,0,0,0,0,0,MC_0111,2025-03-07,sub_4
149,2,433,3,11,0,0,1,2,0,0,0,MC_0111,2025-03-10,sub_4
309,0,279,1,15,1,0,0,0,0,0,0,MC_0111,2025-03-11,sub_4
327,14,236,6,20,2,1,0,1,0,0,0,MC_0111,2025-03-12,sub_4
278,0,196,110,17,1,0,2,3,0,1,0,MC_0111,2025-03-13,sub_4
214,3,289,73,29,2,1,1,1,0,0,0,MC_0111,2025-03-14,sub_4
344,7,104,2,11,3,0,0,1,0,0,0,MC_0111,2025-03-17,sub_4
132,3,446,1,16,0,0,2,0,0,0,0,MC_0111,2025-03-18,sub_4
198,0,298,5,15,0,0,0,2,0,0,0,MC_0111,2025-03-19,sub_4
175,0,107,5,6,1,0,1,1,0,0,0,MC_0111,2025-03-20,sub_4
208,0,340,59,11,1,0,0,5,0,0,0,MC_0111,2025-03-21,sub_4
171,12,289,98,8,1,0,0,0,0,0,0,MC_0111,2025-03-24,sub_4
180,1,390,7,32,0,0,2,2,0,0,0,MC_0111,2025-03-25,sub_4
301,3,271,0,45,1,0,3,1,0,0,0,MC_0111,2025-03-26,sub_4
258,15,295,1,17,5,0,1,1,0,0,0,MC_0111,2025-03-27,sub_4
202,7,344,29,17,2,0,6,5,0,0,0,MC_0111,2025-03-28,sub_4
132,2,364,0,22,1,0,2,0,0,0,0,MC_0112,2025-03-01,sub_4
0,1,11,5,0,0,0,0,2,0,0,0,MC_0112,2025-03-02,sub_4
178,4,275,12,29,0,0,3,3,0,1,0,MC_0112,2025-03-03,sub_4
60,0,62,381,7,0,0,1,2,0,0,0,MC_0112,2025-03-04,sub_4
28,1,303,190,7,0,0,0,2,0,0,0,MC_0112,2025-03-05,sub_4
20,0,376,115,3,0,0,0,2,0,0,0,MC_0112,2025-03-06,sub_4
100,1,160,118,22,0,0,1,1,0,0,0,MC_0112,2025-03-07,sub_4
243,218,219,9,40,0,0,2,1,12,0,0,MC_0112,2025-03-10,sub_4
0,0,0,436,0,0,0,0,0,0,0,0,MC_0112,2025-03-11,sub_4
133,0,493,0,40,0,0,1,0,0,0,0,MC_0112,2025-03-12,sub_4
80,2,574,0,34,0,0,2,0,0,0,0,MC_0112,2025-03-13,sub_4
197,0,489,0,51,0,0,0,2,0,0,0,MC_0112,2025-03-14,sub_4
154,2,351,104,38,6,0,1,4,0,0,0,MC_0112,2025-03-15,sub_4
0,1,0,10,0,0,0,0,0,1,0,0,MC_0112,2025-03-16,sub_4
59,0,167,412,19,0,0,4,5,0,0,0,MC_0112,2025-03-17,sub_4
86,2,432,2,24,0,0,3,2,0,0,0,MC_0112,2025-03-18,sub_4
56,1,621,17,11,0,0,0,2,0,0,0,MC_0112,2025-03-19,sub_4
130,1,211,150,35,0,0,0,4,0,0,0,MC_0112,2025-03-20,sub_4
207,1,279,252,13,0,0,0,2,0,0,0,MC_0112,2025-03-21,sub_4
144,0,285,114,34,0,0,0,1,0,0,0,MC_0112,2025-03-22,sub_4
120,1,122,515,22,0,0,0,6,0,0,0,MC_0112,2025-03-24,sub_4
268,0,332,150,40,0,0,0,5,0,0,0,MC_0112,2025-03-25,sub_4
50,2,451,0,6,0,0,0,1,0,0,0,MC_0112,2025-03-26,sub_4
170,2,523,5,40,0,0,0,2,0,0,0,MC_0112,2025-03-27,sub_4
393,0,476,9,31,0,1,1,1,0,0,0,MC_0112,2025-03-28,sub_4
53,39,218,70,15,0,0,9,4,0,0,0,MC_0112,2025-03-29,sub_4
828,0,333,0,46,1,1,1,1,1,0,0,MC_0114,2025-03-03,sub_4
575,0,340,362,18,0,0,0,4,0,0,0,MC_0114,2025-03-04,sub_4
509,0,167,9,14,0,0,0,2,1,0,0,MC_0114,2025-03-05,sub_4
401,0,150,0,12,0,0,1,1,0,0,0,MC_0114,2025-03-06,sub_4
359,0,204,18,13,0,0,0,2,0,0,0,MC_0114,2025-03-07,sub_4
957,0,203,11,31,3,2,0,1,0,0,0,MC_0114,2025-03-10,sub_4
489,0,215,0,23,1,0,0,1,0,0,0,MC_0114,2025-03-11,sub_4
417,0,180,0,9,0,0,1,0,0,0,0,MC_0114,2025-03-12,sub_4
770,4,292,3,20,1,2,2,1,2,0,0,MC_0114,2025-03-13,sub_4
424,0,133,15,8,1,2,4,4,1,0,0,MC_0114,2025-03-14,sub_4
583,0,247,18,51,1,4,0,3,1,0,0,MC_0114,2025-03-17,sub_4
885,2,334,22,43,2,1,1,5,0,0,0,MC_0114,2025-03-18,sub_4
898,0,350,20,46,1,0,2,4,0,0,0,MC_0114,2025-03-19,sub_4
809,1,347,8,26,2,0,0,5,0,0,0,MC_0114,2025-03-20,sub_4
337,0,226,8,16,0,1,1,3,0,0,0,MC_0114,2025-03-21,sub_4
504,1,153,0,9,1,0,0,1,0,0,0,MC_0114,2025-03-24,sub_4
389,0,235,0,30,0,0,0,1,0,0,0,MC_0114,2025-03-25,sub_4
266,0,328,1,48,0,1,1,2,0,0,0,MC_0114,2025-03-26,sub_4
413,2,176,8,14,1,1,0,2,2,0,0,MC_0114,2025-03-27,sub_4
410,0,108,51,6,1,0,0,3,0,0,0,MC_0114,2025-03-28,sub_4
